Color 0xFF0000
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8812 2.33156
48.8806 2.33145
48.8801 2.33141
48.8801 2.33142
48.8779 2.33192
48.8778 2.33194
48.8777 2.33429
48.8769 2.33421
48.8767 2.33232
48.8765 2.33176
48.8762 2.33186
48.8763 2.33249
48.8762 2.33533
48.8768 2.33544
48.8769 2.33421
48.8767 2.33232
48.8765 2.33176
48.8766 2.33094
48.8778 2.32695
48.8777 2.32616
48.8772 2.32692
48.8771 2.32692
48.8756 2.3266
48.8757 2.32779
48.8771 2.32692
48.8756 2.3266
48.8748 2.32677
48.8742 2.32692
48.8737 2.32718
48.8738 2.32687
48.8739 2.32579
48.8741 2.3246
48.8742 2.32394
48.8734 2.32366
48.8733 2.3243
48.8741 2.3246
48.8742 2.32394
48.8734 2.32366
48.873 2.32358
48.8732 2.32235
48.8722 2.32177
48.8717 2.32212
48.8709 2.32265
48.8707 2.32281
48.8708 2.32313
48.8714 2.32349
48.8715 2.32311
48.871 2.32297
48.8709 2.32265
48.8707 2.32281
48.8707 2.32282
48.8704 2.3227
48.8707 2.32141
48.8712 2.32004
48.8717 2.31845
48.8719 2.31869
48.8719 2.31925
48.8712 2.32164
48.8717 2.32212
48.8709 2.32265
48.8717 2.32212
48.8722 2.32177
48.8724 2.32162
48.8733 2.32098
48.8725 2.32153
48.8724 2.32162
48.8722 2.32177
48.8724 2.32162
48.8725 2.32153
48.8724 2.32162
48.8733 2.32098
48.8733 2.32096
48.8725 2.32153
48.8724 2.32162
48.8725 2.32153
48.8724 2.32162
48.8722 2.32177
48.8717 2.32212
48.8722 2.32177
48.8724 2.32162
48.8733 2.32098
48.8725 2.32153
48.8733 2.32098
48.8725 2.32153
48.8724 2.32162
48.8722 2.32177
48.8717 2.32212
48.8709 2.32265
48.8707 2.32281
48.8707 2.32282
48.8701 2.3232
48.8697 2.32345
48.8695 2.32358
48.8693 2.32371
48.8693 2.32389
48.8692 2.32409
48.8693 2.32441
48.8707 2.32544
48.8708 2.3252
48.8709 2.32487
48.8709 2.32465
48.8709 2.32449
48.87 2.32363
48.8701 2.3232
48.8697 2.32345
48.8693 2.32371
48.8693 2.32389
48.869 2.32369
48.8684 2.32327
48.8668 2.32209
48.8666 2.32197
48.8668 2.3213
48.8667 2.32057
48.8661 2.32011
48.8659 2.31995
48.8658 2.31987
48.8651 2.31936
48.8646 2.31941
48.8644 2.32033
48.8647 2.32095
48.8649 2.32029
48.8644 2.32033
48.8641 2.32009
48.8626 2.31907
48.8625 2.31898
48.8622 2.31965
48.8614 2.32041
48.8613 2.32055
48.8611 2.32067
48.8603 2.32361
48.8611 2.32419
48.8624 2.31987
48.8626 2.31907
48.8629 2.31807
48.8625 2.31898
48.8626 2.31907
48.8625 2.31898
48.8622 2.31965
48.8616 2.31933
48.861 2.31898
48.8608 2.31883
48.8607 2.3188
48.8606 2.31999
48.8613 2.32055
48.8611 2.32067
48.86 2.32172
48.8606 2.31999
48.861 2.31898
48.8616 2.31933
48.8622 2.31965
48.8616 2.31933
48.8622 2.31965
48.8616 2.31933
48.861 2.31898
48.8608 2.31883
48.8607 2.3188
48.8608 2.318
48.8603 2.31827
48.8598 2.31815
48.8592 2.318
48.8576 2.31751
48.858 2.31523
48.858 2.31488
48.8582 2.31463
48.8584 2.31342
48.8588 2.31297
48.8584 2.31243
48.8584 2.3112
48.8581 2.31115
48.8581 2.31001
48.8599 2.31018
48.8611 2.31028
48.8611 2.30981
48.8611 2.30944
48.8599 2.30963
48.8599 2.31018
48.8599 2.31136
48.86 2.31311
48.8588 2.31297
48.8584 2.31243
48.8584 2.31342
48.8582 2.31463
48.8589 2.3147
48.858 2.31523
48.8562 2.31502
48.8539 2.31475
48.8537 2.31473
48.8518 2.31452
48.8515 2.31449
48.8512 2.31414
48.8515 2.31398
48.8518 2.31385
48.8516 2.31253
48.8516 2.31174
48.8508 2.31166
48.8507 2.31164
48.8513 2.3107
48.8515 2.31049
48.8517 2.31005
48.8527 2.30876
48.8527 2.30857
48.8514 2.30666
48.851 2.30616
48.8511 2.30703
48.8512 2.30954
48.8514 2.30973
48.8517 2.31005
48.8522 2.31049
48.8534 2.30981
48.8535 2.30976
48.8539 2.3103
48.8539 2.31118
48.8539 2.31143
48.8534 2.31169
48.8533 2.31158
48.8522 2.31049
48.8533 2.31158
48.8522 2.31049
48.8517 2.31005
48.8527 2.30857
48.8529 2.30827
48.8538 2.3068
48.8541 2.30694
48.8541 2.30667
48.8542 2.30612
48.854 2.30651
48.8529 2.30827
48.8538 2.3068
48.854 2.30651
48.8538 2.3068
48.8541 2.30694
48.8541 2.30721
48.8542 2.30731
48.8551 2.30816
48.8555 2.3085
48.8564 2.30984
48.8573 2.30992
48.8571 2.30969
48.856 2.30813
48.856 2.30802
48.8557 2.30763
48.8554 2.30714
48.8551 2.30673
48.8548 2.30635
48.8544 2.30565
48.8543 2.30547
48.8538 2.3048
48.8549 2.30311
48.8557 2.30184
48.8564 2.30088
48.8569 2.30004
48.8563 2.29987
48.856 2.30036
48.8564 2.30088
48.856 2.30036
48.8563 2.29987
48.8554 2.29949
48.8557 2.29899
48.8566 2.29893
48.8568 2.29917
48.8569 2.29893
48.8568 2.2987
48.8568 2.29737
48.8564 2.29794
48.8564 2.29821
48.8563 2.29845
48.8561 2.29838
48.8558 2.29786
48.8557 2.29757
48.8559 2.29733
48.8556 2.29691
48.8554 2.29663
48.8558 2.29594
48.8567 2.29632
48.8576 2.29494
48.858 2.29545
48.8586 2.29634
48.8579 2.29744
48.8574 2.29824
48.8569 2.29893
48.8574 2.29824
48.8575 2.29906
48.8582 2.29796
48.8589 2.29687
48.859 2.29695
48.8594 2.29747
48.8599 2.29664
48.8605 2.29564
48.8619 2.29879
48.8622 2.30132
48.8624 2.30129
48.8607 2.29548
48.8605 2.29564
48.8599 2.29664
48.8594 2.29747
48.8592 2.29764
48.8599 2.30073
48.8599 2.30085
48.8596 2.30078
48.8591 2.3006
48.8591 2.30044
48.8576 2.30014
Color 0xFFFF00
48.8778 2.32695
48.8772 2.32692
48.8771 2.32692
48.8756 2.3266
48.8757 2.32779
48.8758 2.32852
48.8761 2.33109
48.8762 2.33186
48.8763 2.33249
48.8762 2.33533
48.8768 2.33544
48.8783 2.33567
48.8787 2.33453
48.8777 2.33429
48.8769 2.33421
48.8767 2.33232
48.8765 2.33176
48.8762 2.33186
48.8763 2.33249
48.8762 2.33533
48.8768 2.33544
48.8783 2.33567
48.8787 2.33453
48.8777 2.33429
48.8769 2.33421
48.8767 2.33232
48.8771 2.33223
48.8767 2.33232
48.8771 2.33223
48.8767 2.33232
48.8765 2.33176
48.8766 2.33094
48.8768 2.33083
48.8775 2.33048
48.8781 2.33012
48.879 2.32959
48.8797 2.3292
48.8799 2.32912
48.8805 2.32881
48.8804 2.32705
48.8796 2.32702
48.8797 2.3292
48.8799 2.32912
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8813 2.32708
48.8808 2.32706
48.8804 2.32705
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8813 2.32708
48.8808 2.32706
48.8804 2.32705
48.8805 2.32881
48.8809 2.32863
48.8813 2.32846
48.8818 2.32823
48.8824 2.32795
48.8827 2.32779
48.883 2.32933
48.8829 2.32982
48.8833 2.33043
48.8837 2.33225
48.8836 2.33241
48.8828 2.33207
48.8833 2.33043
48.8834 2.33014
48.8835 2.32989
48.883 2.32933
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8823 2.32897
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8823 2.32897
48.8829 2.32982
48.8833 2.33043
48.8834 2.33014
48.8835 2.32989
48.883 2.32933
48.8829 2.32982
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8823 2.32897
48.8821 2.32903
48.8822 2.32886
48.8823 2.32897
48.8829 2.32982
48.8833 2.33043
48.8837 2.33225
48.8836 2.33241
48.8828 2.33207
48.8822 2.33181
48.8815 2.33162
48.8821 2.32903
48.8822 2.32886
48.8822 2.32868
48.8824 2.32795
48.8827 2.32779
48.883 2.32933
48.8829 2.32982
48.8833 2.33043
48.8834 2.33014
48.8835 2.32989
48.8839 2.32855
48.8844 2.32945
48.8846 2.32965
48.8848 2.32975
48.8853 2.33062
48.8848 2.32975
48.8847 2.32945
48.8854 2.32929
48.8854 2.32927
48.8858 2.32883
48.8863 2.32819
48.8867 2.32773
48.8858 2.32636
48.8852 2.32542
48.8852 2.32534
48.8835 2.32683
48.8833 2.3258
48.8849 2.32501
48.8848 2.32476
48.8854 2.32382
48.8864 2.32238
48.8876 2.32019
48.8872 2.31938
48.8863 2.32076
48.8861 2.32044
48.8856 2.31979
48.885 2.319
48.8845 2.31949
48.885 2.32076
48.8856 2.31979
48.8864 2.31848
48.8866 2.31846
48.8864 2.31813
48.8864 2.31802
48.8862 2.31773
48.8857 2.31682
48.8873 2.3141
48.8886 2.31565
48.888 2.31669
48.8873 2.3179
48.888 2.31669
48.8884 2.31726
48.888 2.31669
48.8873 2.3179
48.888 2.31669
48.8886 2.31565
48.8891 2.31608
48.8891 2.31611
48.8884 2.31726
48.8878 2.31836
48.8872 2.31938
48.8869 2.31885
48.8866 2.31846
48.8871 2.31767
48.8869 2.31729
48.8864 2.31802
48.8862 2.31773
48.8857 2.31682
48.8847 2.31786
48.8843 2.3172
48.8837 2.31784
48.8831 2.3185
48.883 2.31815
48.8829 2.31764
48.8837 2.3167
48.8849 2.31547
48.8845 2.31481
48.8843 2.31458
48.8842 2.31439
48.884 2.31407
48.8848 2.31314
48.8848 2.31328
48.8849 2.31346
48.8842 2.31439
48.884 2.31407
48.8838 2.31365
48.8835 2.31304
48.8833 2.31274
48.8823 2.31413
48.882 2.31454
48.8818 2.31445
48.8819 2.31354
48.8823 2.31174
48.8824 2.31183
48.8831 2.31042
48.8834 2.3095
48.8829 2.30906
48.8828 2.30898
48.8822 2.31033
48.8818 2.31116
48.8806 2.30962
48.8806 2.30908
48.8804 2.30909
48.8804 2.30924
48.8801 2.30914
48.8795 2.30924
48.8779 2.31004
48.8776 2.31022
48.8777 2.3106
48.8776 2.31026
48.8775 2.31048
48.8774 2.31002
48.8775 2.30991
48.8776 2.31022
48.8776 2.31026
48.8774 2.31002
48.8767 2.30859
48.8757 2.30955
48.8763 2.31092
48.8765 2.31278
48.8771 2.31133
48.8763 2.31092
48.8765 2.31278
48.8752 2.31283
48.8752 2.31436
48.8753 2.31472
48.8753 2.31579
48.8752 2.31626
48.8749 2.31848
48.8753 2.31841
48.8756 2.31836
48.8753 2.31579
48.8739 2.3159
48.8729 2.31598
48.8713 2.31611
48.8711 2.3166
48.8713 2.31771
48.8712 2.31818
48.8704 2.31749
48.8696 2.31903
48.8692 2.32037
48.8707 2.32141
48.8712 2.32164
48.8709 2.32265
48.8717 2.32212
48.8709 2.32265
48.8717 2.32212
48.8709 2.32265
48.8707 2.32281
48.8707 2.32282
48.8704 2.3227
48.8698 2.32238
48.8689 2.32118
48.8688 2.32185
48.8684 2.32327
48.8679 2.32459
48.8675 2.32584
48.8674 2.32619
48.8667 2.32557
48.866 2.32502
48.8663 2.32414
48.8664 2.32344
48.8679 2.32459
48.869 2.32532
48.8675 2.32584
48.8674 2.32619
48.8666 2.32858
48.8671 2.32904
48.8679 2.32983
48.8684 2.33031
48.8696 2.33153
48.869 2.33273
48.869 2.33301
48.8692 2.33291
48.8701 2.33372
48.8701 2.33392
48.8701 2.33408
48.8699 2.33481
48.8689 2.33439
48.8688 2.3343
48.8677 2.33355
48.8675 2.33367
48.8678 2.3323
48.8675 2.33208
48.8665 2.33148
48.8674 2.33247
48.8673 2.33319
48.8659 2.33217
48.8661 2.33123
48.8665 2.33148
48.8676 2.33166
48.8675 2.33208
48.8674 2.33247
48.8673 2.33319
48.8672 2.33349
48.8672 2.3338
48.8675 2.33367
48.8672 2.33349
48.8666 2.3331
48.8649 2.33195
48.8647 2.33232
48.8646 2.3327
48.8638 2.33423
48.8632 2.33377
48.8637 2.3322
48.8638 2.33209
48.8638 2.33199
48.864 2.33134
48.8644 2.33011
48.8655 2.33082
48.8661 2.33123
48.8665 2.33148
48.8674 2.33247
48.8673 2.33319
48.8659 2.33217
48.8651 2.3316
48.8649 2.33195
48.864 2.33134
48.8644 2.33011
48.8647 2.32929
48.8653 2.32726
48.8659 2.32789
48.8666 2.32858
48.8658 2.33016
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8659 2.32789
48.8666 2.32858
48.8659 2.32789
48.8666 2.32858
48.8659 2.32789
48.8666 2.32858
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8666 2.32858
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.866 2.32502
48.8663 2.32414
48.8667 2.32557
48.8664 2.32651
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8666 2.32858
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8653 2.32726
48.8659 2.32789
48.8666 2.32858
48.8658 2.33016
48.8655 2.33082
48.8651 2.3316
48.8649 2.33195
48.8647 2.33232
48.8646 2.3327
48.865 2.33305
48.8653 2.33328
48.8658 2.33359
48.8661 2.33382
48.8663 2.33418
48.8664 2.33412
48.8673 2.3346
48.8676 2.33476
48.8682 2.33509
48.8689 2.33549
48.8689 2.33594
48.8689 2.3367
48.8695 2.33677
48.8704 2.33688
48.8703 2.33724
48.8707 2.3374
48.8706 2.33792
48.8707 2.3374
48.8709 2.33747
48.8716 2.33767
48.8715 2.33711
48.8716 2.33767
48.8716 2.33807
48.8717 2.33826
48.8712 2.33816
48.8708 2.33799
48.8708 2.33799
48.8709 2.33747
48.8708 2.33799
48.8707 2.33793
48.8708 2.33799
48.8707 2.33793
48.8706 2.33792
48.8707 2.3374
48.8709 2.33747
48.8708 2.33799
48.8707 2.33793
48.8706 2.33792
48.8707 2.3374
48.8709 2.33747
48.8707 2.3374
48.8709 2.33747
48.8708 2.33799
48.8709 2.33747
48.8707 2.3374
48.8709 2.33747
48.8707 2.3374
48.8709 2.33747
48.8707 2.3374
48.8706 2.33792
48.8703 2.33724
48.8704 2.33688
48.8703 2.33724
48.8704 2.33688
48.8715 2.33698
48.8714 2.33688
48.8713 2.33592
48.8702 2.33596
48.8697 2.33595
48.8695 2.33677
48.8704 2.33688
48.8715 2.33698
48.8715 2.33711
48.8724 2.33742
48.873 2.33766
48.8734 2.33781
48.8732 2.33873
48.8722 2.3383
48.8724 2.33742
48.8726 2.33577
48.8726 2.33571
48.8727 2.33537
48.8729 2.33536
48.8727 2.33523
48.8711 2.3348
48.8713 2.33592
48.8721 2.33616
48.8726 2.33577
48.8726 2.33571
48.8727 2.33537
48.8727 2.33523
48.873 2.33329
48.8732 2.33163
48.8732 2.33115
48.8728 2.33109
48.8719 2.33066
48.8719 2.33041
48.8718 2.33058
48.8716 2.33052
48.8702 2.32992
48.8703 2.33013
48.87 2.33053
48.8696 2.33153
48.8702 2.33223
48.8703 2.33248
48.8703 2.33271
48.8707 2.33254
48.8706 2.33207
48.8703 2.33013
48.8706 2.33207
48.8702 2.33223
48.8703 2.33248
48.8692 2.33291
48.869 2.33273
48.868 2.33173
48.8684 2.33031
48.8689 2.32942
48.87 2.33053
48.8696 2.33153
48.869 2.33273
48.868 2.33173
48.8684 2.33031
48.8679 2.32983
48.8684 2.33031
48.8679 2.32983
48.8684 2.33031
48.8679 2.32983
48.8671 2.32904
48.8666 2.32858
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.8664 2.32651
48.8659 2.32789
48.8666 2.32858
48.8658 2.33016
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
48.8657 2.326
48.866 2.32502
48.8663 2.32414
48.8667 2.32557
48.8664 2.32651
48.8659 2.32789
48.8653 2.32979
48.8647 2.32929
48.8653 2.32726
Color 0xFF00FF
48.8778 2.32695
48.8781 2.33012
48.879 2.32959
48.8797 2.3292
48.8799 2.32912
48.8801 2.33064
48.8801 2.33141
48.8801 2.33142
48.8779 2.33192
48.8795 2.33378
48.8793 2.33479
48.8789 2.33678
48.8788 2.33703
48.8785 2.33748
48.8788 2.33703
48.879 2.33685
48.8791 2.3369
48.8794 2.33703
48.8789 2.33981
48.8794 2.34
48.88 2.33733
48.8794 2.33703
48.8791 2.3369
48.8779 2.33802
48.8783 2.33762
48.8785 2.33748
48.8783 2.33753
48.8783 2.33762
48.8785 2.33748
48.8788 2.33703
48.8785 2.33748
48.8788 2.33703
48.879 2.33685
48.8802 2.33532
48.8804 2.33505
48.8808 2.33326
48.8809 2.33286
48.8812 2.33156
48.8806 2.33145
48.8801 2.33141
48.8801 2.33142
48.8779 2.33192
48.8778 2.33194
48.8771 2.33223
48.8767 2.33232
48.8763 2.33249
48.8762 2.33533
48.876 2.33713
48.876 2.33845
48.8759 2.33875
48.8759 2.33905
48.8759 2.33988
48.8751 2.33953
48.875 2.34064
48.8751 2.34094
48.8758 2.34034
48.876 2.34015
48.8767 2.33946
48.8767 2.33934
48.8768 2.33922
48.8773 2.33937
48.8778 2.33951
48.8784 2.33969
48.8789 2.33981
48.8794 2.34
48.8798 2.34015
48.8799 2.34023
48.8797 2.34122
48.8794 2.34228
48.8793 2.34279
48.8792 2.34321
48.8783 2.34272
48.8785 2.34187
48.8786 2.34124
48.8788 2.34134
48.8789 2.34177
48.8793 2.34279
48.8792 2.34321
48.8788 2.34531
48.8794 2.34576
48.8797 2.34597
48.8802 2.34625
48.88 2.34754
48.8796 2.34742
48.8797 2.34597
48.8798 2.34559
48.8802 2.34375
48.8802 2.34293
48.8804 2.3404
48.8807 2.34024
48.8804 2.3404
48.8809 2.33776
48.88 2.33733
48.8794 2.33703
48.8791 2.3369
48.8779 2.33802
48.8783 2.33762
48.8785 2.33748
48.8788 2.33703
48.8785 2.33748
48.8788 2.33703
48.8785 2.33748
48.8783 2.33753
48.8777 2.33736
48.8767 2.33708
48.876 2.33713
48.876 2.33845
48.8759 2.33875
48.8759 2.33905
48.8759 2.33988
48.8758 2.34034
48.8757 2.342
48.8757 2.34314
48.8758 2.34373
48.8757 2.34363
48.8741 2.34235
48.8754 2.34238
48.8755 2.34243
48.8757 2.34314
48.8758 2.34373
48.8765 2.34435
48.8765 2.34249
48.8757 2.342
48.8753 2.34172
48.8755 2.34243
48.8757 2.34314
48.8758 2.34373
48.876 2.34452
48.8759 2.34555
48.8759 2.34637
48.8758 2.34716
48.8758 2.34798
48.8766 2.34661
48.8767 2.34727
48.8772 2.34895
48.8774 2.3496
48.8778 2.35114
48.8782 2.35221
48.8781 2.35226
48.8785 2.35406
48.879 2.35576
48.8782 2.35555
48.8773 2.35512
48.8765 2.35589
48.8764 2.35599
48.8762 2.35612
48.876 2.35631
48.8758 2.35651
48.8755 2.35672
48.8749 2.35731
48.8746 2.35688
48.8744 2.35538
48.8742 2.35526
48.8728 2.35446
48.8723 2.35588
48.8737 2.35669
48.8738 2.35675
48.8745 2.35717
48.8748 2.35739
48.8749 2.35731
48.8746 2.35688
48.8744 2.35538
48.8748 2.35347
48.8753 2.35092
48.8761 2.35112
48.8765 2.35123
48.8764 2.35201
48.877 2.35218
48.8771 2.3514
48.8775 2.35153
48.8777 2.35204
48.878 2.35219
48.8781 2.35226
48.8782 2.35221
48.878 2.35219
48.8782 2.35221
48.878 2.35219
48.8781 2.35226
48.8782 2.35221
48.878 2.35219
48.8782 2.35221
48.878 2.35219
48.8782 2.35221
48.878 2.35219
48.8781 2.35226
48.8785 2.35406
48.8798 2.3547
48.88 2.35477
48.8802 2.35366
48.8805 2.35229
48.8806 2.35217
48.8815 2.35142
48.8808 2.35117
48.8806 2.35217
48.8815 2.35142
48.8832 2.34986
48.8836 2.34952
48.8837 2.35126
48.884 2.35542
48.884 2.35553
48.8843 2.35932
48.8843 2.36151
48.8842 2.36151
48.883 2.36164
48.8836 2.36053
48.8842 2.35939
48.8843 2.35932
48.8845 2.35933
48.8848 2.35933
48.8849 2.35933
48.8861 2.35942
48.8867 2.35957
48.8873 2.35815
48.8872 2.35968
48.8891 2.35988
48.8889 2.35822
48.8887 2.35629
48.8887 2.35605
48.8892 2.35595
48.8887 2.35629
48.8887 2.35605
48.888 2.35618
48.8878 2.35351
48.8885 2.35357
48.8883 2.35154
48.8883 2.35145
48.8875 2.35002
48.8871 2.35098
48.8867 2.35074
48.8866 2.34955
48.8872 2.34957
48.8874 2.34957
48.8884 2.34958
48.8884 2.34799
48.889 2.34814
48.8904 2.34845
48.8896 2.34959
48.8905 2.34959
48.8916 2.3496
48.8917 2.34873
48.8925 2.34889
48.8921 2.34927
48.8916 2.34961
48.8918 2.3498
48.8915 2.35171
48.8926 2.35237
48.8928 2.35245
48.8931 2.3507
48.8936 2.35103
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8931 2.3507
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8931 2.3507
48.8936 2.35103
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8926 2.35237
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8931 2.3507
48.8936 2.35103
48.8932 2.3527
48.8928 2.35245
48.8931 2.3507
48.8928 2.35245
48.8926 2.35237
48.8915 2.35171
48.8912 2.35162
48.8916 2.3496
48.8916 2.34961
48.8918 2.3498
48.893 2.3506
48.8931 2.3507
48.8936 2.35103
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8926 2.35237
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8932 2.3527
48.8928 2.35245
48.8926 2.35237
48.8928 2.35245
48.8931 2.3507
48.8936 2.35103
48.8932 2.3527
48.8928 2.35245
48.8926 2.35237
48.8915 2.35171
48.8912 2.35162
48.8909 2.35322
48.8907 2.35453
48.8905 2.35528
48.8904 2.35582
48.8903 2.35831
48.8889 2.35822
48.8887 2.35629
48.8887 2.35605
48.8886 2.35459
48.8885 2.35357
48.889 2.35359
48.8891 2.35163
48.8897 2.35156
48.8905 2.35145
48.8904 2.35334
48.8909 2.35322
48.8907 2.35453
48.8904 2.35454
48.8904 2.35517
48.8905 2.35528
48.8904 2.35582
48.8892 2.35595
48.8904 2.35517
48.8905 2.35528
48.8907 2.35453
48.8909 2.35322
48.8907 2.35453
48.8905 2.35528
48.8907 2.35453
48.8904 2.35454
48.8889 2.35458
48.889 2.35359
48.8898 2.35339
48.8904 2.35334
48.8904 2.35454
48.8904 2.35517
48.8905 2.35528
48.8907 2.35453
48.8909 2.35322
48.8907 2.35453
48.8904 2.35454
48.8904 2.35517
48.8905 2.35528
48.8904 2.35582
48.8903 2.35831
48.8902 2.35991
48.8908 2.35989
48.8911 2.36085
48.8916 2.36124
48.8921 2.36178
48.8919 2.36336
48.8917 2.36547
48.8912 2.364
48.8913 2.36327
48.8919 2.36336
48.8931 2.36351
48.8931 2.3636
48.8932 2.36357
48.8932 2.36342
48.8932 2.3634
48.8931 2.36342
48.8921 2.36178
48.8921 2.36158
48.8932 2.36181
48.8933 2.3614
48.8921 2.36118
48.892 2.35979
48.8927 2.35969
48.8933 2.35958
48.8941 2.35946
48.8942 2.35943
48.8943 2.35943
48.8949 2.35936
48.8951 2.35935
48.8952 2.35959
48.8953 2.35967
48.8955 2.35933
48.8954 2.35905
48.8952 2.35906
48.8951 2.35935
48.8955 2.35933
48.8958 2.35931
48.896 2.35929
48.8961 2.35947
48.8962 2.35955
48.8963 2.35954
48.8963 2.35954
48.8964 2.35945
48.8965 2.35938
48.8971 2.35948
48.8971 2.3592
48.8971 2.35889
48.8958 2.35931
48.896 2.35929
48.8965 2.35925
48.8971 2.3592
48.8975 2.35919
48.8974 2.359
48.8973 2.35888
48.8971 2.35889
48.8971 2.3592
48.8965 2.35925
48.8965 2.35938
48.8971 2.35948
48.8971 2.3592
48.8965 2.35925
48.896 2.35929
48.8958 2.35931
48.8955 2.35933
48.8951 2.35935
48.8949 2.35936
48.8943 2.35926
48.8943 2.35943
48.8942 2.35943
48.8947 2.3606
48.8941 2.36175
48.8935 2.36296
48.8932 2.36342
48.8932 2.3634
48.8932 2.36181
48.8933 2.3614
48.8933 2.35958
48.8941 2.35946
48.8933 2.35958
48.8927 2.35969
48.892 2.35979
48.8915 2.35983
48.891 2.35988
48.8908 2.35989
48.8911 2.36085
48.8911 2.36095
48.8912 2.36126
48.8907 2.36127
48.8901 2.36128
48.89 2.36254
48.8899 2.36309
48.8899 2.36381
48.8906 2.36392
48.8912 2.364
48.8913 2.36327
48.8913 2.36229
48.8913 2.3618
48.8907 2.36182
48.8907 2.36127
48.8912 2.36126
48.8913 2.36126
48.8914 2.36125
48.8916 2.36124
48.8911 2.36085
48.8911 2.36095
48.8912 2.36126
48.8907 2.36127
48.8907 2.36182
48.8907 2.36231
48.8907 2.36261
48.89 2.36254
48.8899 2.36309
48.8907 2.3632
48.8913 2.36327
48.8919 2.36336
48.8917 2.36547
48.8912 2.364
48.8913 2.36327
48.8913 2.36229
48.8907 2.36231
48.8907 2.36261
48.8907 2.3632
48.8913 2.36327
48.8913 2.36229
48.8913 2.3618
48.8913 2.36126
48.8914 2.36125
48.8913 2.36126
48.8914 2.36125
48.8916 2.36124
48.8921 2.36178
48.8921 2.36158
48.8921 2.36118
48.892 2.35979
48.8927 2.35969
48.892 2.35979
48.8915 2.35983
48.892 2.35979
48.8915 2.35983
48.891 2.35988
48.8908 2.35989
48.8911 2.36085
48.8911 2.36095
48.8912 2.36126
48.8913 2.36126
48.8914 2.36125
48.8916 2.36124
48.8914 2.36125
48.8916 2.36124
48.8911 2.36085
48.8908 2.35989
48.8911 2.36085
48.8916 2.36124
48.8911 2.36085
48.8908 2.35989
48.891 2.35988
48.8908 2.35989
48.8902 2.35991
48.8902 2.36019
48.8901 2.36128
48.89 2.36254
48.8899 2.36309
48.8899 2.36381
48.8897 2.36812
48.8893 2.37132
48.8885 2.37387
48.8878 2.37303
48.8887 2.37094
48.8893 2.37132
48.8914 2.37223
48.8918 2.37247
48.8921 2.37258
48.8929 2.36961
48.8942 2.37016
48.8933 2.37315
48.8937 2.37339
48.8927 2.37451
48.8926 2.37464
48.8922 2.37508
48.8935 2.37673
48.8958 2.37928
48.896 2.37916
48.8966 2.37667
48.8953 2.37201
48.8938 2.37323
48.8945 2.37062
48.8942 2.37016
48.8933 2.37315
48.8927 2.37451
48.8926 2.37464
48.8929 2.37298
48.8933 2.37315
48.8927 2.37451
48.8926 2.37464
48.8929 2.37298
48.8933 2.37315
48.8937 2.37339
48.8939 2.37338
48.8938 2.37323
48.8937 2.37339
48.8966 2.37667
48.8953 2.37201
48.8938 2.37323
48.8937 2.37339
48.8927 2.37451
48.8926 2.37464
48.8929 2.37298
48.8933 2.37315
48.8937 2.37339
48.8939 2.37338
48.8953 2.37201
Color 0x11FFFF
48.8778 2.32695
48.8781 2.33012
48.879 2.32959
48.8787 2.32698
